run_id,provenance_level,protocol_group,protocol_status,status,model_name,model_path,model_revision,num_layers,method,adapter_enabled,adapter_path,adapter_hash,benchmark,task,split,context_length,n_planned,n_valid,seed,resume_j,j_fraction,selector,topk,chunk_size,metric,score,score_scale,stderr,ci95_low,ci95_high,code_commit,run_date,gpu,config_path,predictions_path,scorer_output_path,log_path,source_summary_path,source_disk,notes
ruler/qcmem_14b_j18_semantic_n100/niah_single_2/8k,A,qcmem_zs_deepj_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,8k,,100,,18,0.45,bm25,12,512,string_match,18.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_j18_semantic_n100/niah_single_2_8k.json,ruler_results/qcmem_14b_j18_semantic_n100/niah_single_2_8k.csv,,,ruler_results/qcmem_14b_j18_semantic_n100/niah_single_2_8k.json,diskB,
ruler/qcmem_14b_j18_semantic_n100/variable_tracking/16k,A,qcmem_zs_deepj_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,16k,,100,,18,0.45,iter_bm25,12,512,string_match,1.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_16k.json,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_16k.csv,,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_16k.json,diskB,
ruler/qcmem_14b_j18_semantic_n100/variable_tracking/32k,A,qcmem_zs_deepj_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,32k,,100,,18,0.45,iter_bm25,12,512,string_match,3.2,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_32k.json,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_32k.csv,,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_32k.json,diskB,
ruler/qcmem_14b_j18_semantic_n100/variable_tracking/8k,A,qcmem_zs_deepj_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,8k,,100,,18,0.45,iter_bm25,12,512,string_match,3.4,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_8k.json,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_8k.csv,,,ruler_results/qcmem_14b_j18_semantic_n100/variable_tracking_8k.json,diskB,
ruler/qcmem_14b_n100/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,16k,,200,,13,0.325,bm25,12,512,string_match,68.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_16k.json,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_16k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_16k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,32k,,200,,13,0.325,bm25,12,512,string_match,49.5,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_32k.json,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_32k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_32k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,8k,,200,,13,0.325,bm25,12,512,string_match,76.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_8k.json,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_8k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_multikey/niah_multikey_1_8k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/niah_single_2/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,16k,,200,,13,0.325,bm25,12,512,string_match,92.5,0-100,,,,,2026-07-15,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_16k.json,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_16k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_16k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/niah_single_2/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,32k,,200,,13,0.325,bm25,12,512,string_match,99.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_32k.json,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_32k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_32k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/niah_single_2/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,8k,,200,,13,0.325,bm25,12,512,string_match,99.5,0-100,,,,,2026-07-15,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_8k.json,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_8k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_single/niah_single_2_8k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_14b_n100/variable_tracking/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,16k,,300,,13,0.325,iter_bm25,12,512,string_match,65.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_16k.json,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_16k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_16k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_14b_n100/variable_tracking/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,32k,,300,,13,0.325,iter_bm25,12,512,string_match,68.53,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_32k.json,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_32k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_32k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_14b_n100/variable_tracking/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,8k,,300,,13,0.325,iter_bm25,12,512,string_match,63.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_8k.json,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_8k.csv,,,ruler_results/qcmem_14b_n100/14b_j13_vt/variable_tracking_8k.json,diskB,combined 3 shard-cell(s)
ruler/qcmem_14b_readoutsafe_j13_n100/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,16k,,100,,13,0.325,bm25,12,512,string_match,51.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_16k/niah_multikey_1_16k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_16k/niah_multikey_1_16k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_16k/niah_multikey_1_16k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,32k,,100,,13,0.325,bm25,12,512,string_match,11.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_32k/niah_multikey_1_32k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_32k/niah_multikey_1_32k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,8k,,100,,13,0.325,bm25,12,512,string_match,51.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_8k/niah_multikey_1_8k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_8k/niah_multikey_1_8k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/multikey_8k/niah_multikey_1_8k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/niah_single_2/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,32k,,100,,13,0.325,bm25,12,512,string_match,98.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_32k/niah_single_2_32k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_32k/niah_single_2_32k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/niah_single_2/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,8k,,100,,13,0.325,bm25,12,512,string_match,99.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_8k/niah_single_2_8k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/single_8k/niah_single_2_8k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/variable_tracking/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,16k,,100,,13,0.325,iter_bm25,12,512,string_match,15.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_16k/variable_tracking_16k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_16k/variable_tracking_16k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_16k/variable_tracking_16k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/variable_tracking/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,32k,,100,,13,0.325,iter_bm25,12,512,string_match,11.4,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_32k/variable_tracking_32k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_32k/variable_tracking_32k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_32k/variable_tracking_32k.json,diskB,
ruler/qcmem_14b_readoutsafe_j13_n100/variable_tracking/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,8k,,100,,13,0.325,iter_bm25,12,512,string_match,18.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_8k/variable_tracking_8k.json,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_8k/variable_tracking_8k.csv,,,ruler_results/qcmem_14b_readoutsafe_j13_n100/vt_8k/variable_tracking_8k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,16k,,500,,13,0.325,bm25,12,512,string_match,43.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_16k/niah_multikey_1_16k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_16k/niah_multikey_1_16k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_16k/niah_multikey_1_16k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,32k,,500,,13,0.325,bm25,12,512,string_match,11.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_32k/niah_multikey_1_32k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_32k/niah_multikey_1_32k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_32k/niah_multikey_1_32k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_multikey_1,,8k,,500,,13,0.325,bm25,12,512,string_match,50.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_8k/niah_multikey_1_8k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_8k/niah_multikey_1_8k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_multi_8k/niah_multikey_1_8k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_single_2/16k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,16k,,500,,13,0.325,bm25,12,512,string_match,88.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_16k/niah_single_2_16k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_single_16k/niah_single_2_16k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_16k/niah_single_2_16k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_single_2/32k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,32k,,500,,13,0.325,bm25,12,512,string_match,97.6,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_32k/niah_single_2_32k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_single_32k/niah_single_2_32k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_32k/niah_single_2_32k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/niah_single_2/8k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,niah_single_2,,8k,,500,,13,0.325,bm25,12,512,string_match,99.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_8k/niah_single_2_8k.json,ruler_results/qcmem_14b_zs_j13_n500/niah_single_8k/niah_single_2_8k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/niah_single_8k/niah_single_2_8k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/variable_tracking/16k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,16k,,500,,13,0.325,iter_bm25,12,512,string_match,13.48,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/vt_16k/variable_tracking_16k.json,ruler_results/qcmem_14b_zs_j13_n500/vt_16k/variable_tracking_16k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/vt_16k/variable_tracking_16k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/variable_tracking/32k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,32k,,500,,13,0.325,iter_bm25,12,512,string_match,13.64,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/vt_32k/variable_tracking_32k.json,ruler_results/qcmem_14b_zs_j13_n500/vt_32k/variable_tracking_32k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/vt_32k/variable_tracking_32k.json,diskB,
ruler/qcmem_14b_zs_j13_n500/variable_tracking/8k,A,qcmem_zs_readoutsafe_n500,,complete,Qwen3-14B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen--Qwen3-14b,,40,qcmem,False,,,RULER,variable_tracking,,8k,,500,,13,0.325,iter_bm25,12,512,string_match,15.8,0-100,,,,,2026-07-16,,ruler_results/qcmem_14b_zs_j13_n500/vt_8k/variable_tracking_8k.json,ruler_results/qcmem_14b_zs_j13_n500/vt_8k/variable_tracking_8k.csv,,,ruler_results/qcmem_14b_zs_j13_n500/vt_8k/variable_tracking_8k.json,diskB,
ruler/qcmem_30ba3b_n100/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_multikey_1,,16k,,200,,12,0.25,bm25,12,512,string_match,52.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_16k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_16k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_16k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_30ba3b_n100/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_multikey_1,,32k,,200,,12,0.25,bm25,12,512,string_match,45.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_32k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_32k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_32k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_30ba3b_n100/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_multikey_1,,8k,,200,,12,0.25,bm25,12,512,string_match,65.5,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_8k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_8k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_multikey/niah_multikey_1_8k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_30ba3b_n100/niah_single_2/16k,A,qcmem_zs_deepj_n500,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_single_2,,16k,,500,,20,0.417,bm25,12,512,string_match,66.0,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_16k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_16k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_16k.json,diskB,combined 5 shard-cell(s)
ruler/qcmem_30ba3b_n100/niah_single_2/32k,A,qcmem_zs_deepj_n500,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_single_2,,32k,,500,,20,0.417,bm25,12,512,string_match,74.4,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_32k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_32k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_32k.json,diskB,combined 5 shard-cell(s)
ruler/qcmem_30ba3b_n100/niah_single_2/8k,A,qcmem_zs_deepj_n500,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,niah_single_2,,8k,,500,,20,0.417,bm25,12,512,string_match,80.6,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_8k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_8k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j20_single/niah_single_2_8k.json,diskB,combined 5 shard-cell(s)
ruler/qcmem_30ba3b_n100/variable_tracking/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,variable_tracking,,16k,,200,,12,0.25,iter_bm25,12,512,string_match,76.6,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_16k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_16k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_16k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_30ba3b_n100/variable_tracking/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,variable_tracking,,32k,,200,,12,0.25,iter_bm25,12,512,string_match,74.5,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_32k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_32k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_32k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_30ba3b_n100/variable_tracking/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-30B-A3B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-30B-A3B,,48,qcmem,False,,,RULER,variable_tracking,,8k,,200,,12,0.25,iter_bm25,12,512,string_match,86.6,0-100,,,,,2026-07-15,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_8k.json,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_8k.csv,,,ruler_results/qcmem_30ba3b_n100/30ba3b_j12_vt/variable_tracking_8k.json,diskB,combined 2 shard-cell(s)
ruler/qcmem_32b_j12_n100/niah_multikey_1/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-32B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-32B,,64,qcmem,False,,,RULER,niah_multikey_1,,16k,,100,,12,0.188,bm25,12,512,string_match,97.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_16k.json,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_16k.csv,,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_16k.json,diskB,
ruler/qcmem_32b_j12_n100/niah_multikey_1/32k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-32B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-32B,,64,qcmem,False,,,RULER,niah_multikey_1,,32k,,100,,12,0.188,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_32k.json,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_32k.csv,,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_32k.json,diskB,
ruler/qcmem_32b_j12_n100/niah_multikey_1/8k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-32B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-32B,,64,qcmem,False,,,RULER,niah_multikey_1,,8k,,100,,12,0.188,bm25,12,512,string_match,98.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_8k.json,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_8k.csv,,,ruler_results/qcmem_32b_j12_n100/multi/niah_multikey_1_8k.json,diskB,
ruler/qcmem_32b_j12_n100/niah_single_2/16k,A,qcmem_zs_readoutsafe_n100,,complete,Qwen3-32B,/apdcephfs_zwfy6/share_304376610/pighzliu_code/models/Qwen3-32B,,64,qcmem,False,,,RULER,niah_single_2,,16k,,100,,12,0.188,bm25,12,512,string_match,100.0,0-100,,,,,2026-07-16,,ruler_results/qcmem_32b_j12_n100/single/niah_single_2_16k.json,ruler_results/qcmem_32b_j12_n100/single/niah_single_2_16k.csv,,,ruler_results/qcmem_32b_j12_n100/single/niah_single_2_16k.json,diskB,
