family,rung,task,arm_dir,tokenizer,regime,n,interface,null_name,acc,null,delta_pp,ci95_lo_pp,ci95_hi_pp,ci95_half_width_pp,boot_p,mcnemar_p,verdict,could_have_detected_mmlu_effect,modal_pred_share,exact_tie_rate
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.100233,0.199634,-9.9402,-10.7962,-9.0675,0.8644,0.0001,5.991389874946069e-112,BELOW the floor,True,0.114694,0.000416
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.100233,0.194648,-9.4415,-10.2975,-8.5854,0.8561,0.0001,2.9249587022343754e-102,BELOW the floor,True,0.114694,0.000416
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.100233,0.455203,-35.497,-36.5027,-34.4914,1.0057,0.0001,0.0,BELOW the floor,True,0.114694,0.000416
qwen3_8b_base,k10,mmlu_pro,qwen3_8b_base_k10,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.100233,0.134309,-3.4076,-4.1805,-2.6263,0.7771,0.0001,1.4391932061084875e-17,BELOW the floor,True,0.114694,0.000416
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,letter,best_constant_A,0.107796,0.116606,-0.881,-1.6955,-0.0582,0.8187,0.036199999999999996,0.03786807960418571,BELOW the floor,True,0.944814,0.001164
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_split,0.093251,0.196083,-10.2831,-11.1469,-9.4199,0.8635,0.0001,,BELOW the floor,True,0.112949,0.000332
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_first,0.093251,0.199634,-10.6383,-11.5941,-9.6825,0.9558,0.0001,1.5307523684746736e-106,BELOW the floor,True,0.112949,0.000332
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_last,0.093251,0.194648,-10.1396,-11.0622,-9.2005,0.9309,0.0001,3.0203839317022234e-98,BELOW the floor,True,0.112949,0.000332
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_credit,0.093251,0.455203,-36.1951,-37.3338,-35.0648,1.1345,0.0001,0.0,BELOW the floor,True,0.112949,0.000332
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_raw,longest_wrong,0.093251,0.134309,-4.1057,-4.9535,-3.2414,0.8561,0.0001,3.480589528242365e-21,BELOW the floor,True,0.112949,0.000332
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_split,0.10015,0.196083,-9.5933,-10.375,-8.8188,0.7781,0.0001,,BELOW the floor,True,0.11486,0.000249
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_first,0.10015,0.199634,-9.9485,-10.8211,-9.0758,0.8727,0.0001,1.1605111741589245e-109,BELOW the floor,True,0.11486,0.000249
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_last,0.10015,0.194648,-9.4498,-10.3227,-8.5854,0.8686,0.0001,5.048276613333752e-100,BELOW the floor,True,0.11486,0.000249
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_credit,0.10015,0.455203,-35.5053,-36.5359,-34.483,1.0264,0.0001,0.0,BELOW the floor,True,0.11486,0.000249
qwen3_8b_base,k8,mmlu_pro,qwen3_8b_base_k8,qwen3_8b_base,eval_time_truncation_no_heal,12032,content_norm,longest_wrong,0.10015,0.134309,-3.4159,-4.2138,-2.618,0.7979,0.0001,3.14558883619933e-17,BELOW the floor,True,0.11486,0.000249
